cell_id,pert_iname,pert_idose,pert_itime
A375,zaleplon,3.33 um,24 h
A375,zaleplon,1.11 um,24 h
A375,zaleplon,0.37 um,24 h
A375,zaleplon,0.12 um,24 h
A375,zaleplon,0.04 um,24 h
A375,thiomersal,3.33 um,24 h
A375,thiomersal,1.11 um,24 h
A375,thiomersal,0.37 um,24 h
A375,thiomersal,0.12 um,24 h
A375,thiomersal,0.04 um,24 h
A375,RAF-265,10.0 um,24 h
A375,RAF-265,3.33 um,24 h
A375,RAF-265,1.11 um,24 h
A375,RAF-265,0.37 um,24 h
A375,RAF-265,0.12 um,24 h
A375,RAF-265,0.04 um,24 h
A375,thalidomide,10.0 um,24 h
A375,thalidomide,3.33 um,24 h
A375,thalidomide,1.11 um,24 h
A375,thalidomide,0.37 um,24 h
A375,thalidomide,0.12 um,24 h
A375,thalidomide,0.04 um,24 h
A375,taltirelin,10.0 um,24 h
A375,taltirelin,3.33 um,24 h
A375,taltirelin,1.11 um,24 h
A375,taltirelin,0.37 um,24 h
A375,taltirelin,0.12 um,24 h
A375,taltirelin,0.04 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,apremilast,10.0 um,24 h
A375,apremilast,3.33 um,24 h
A375,apremilast,1.11 um,24 h
A375,apremilast,0.37 um,24 h
A375,apremilast,0.12 um,24 h
A375,apremilast,0.04 um,24 h
A375,indoximod,10.0 um,24 h
A375,indoximod,3.33 um,24 h
A375,indoximod,1.11 um,24 h
A375,indoximod,0.37 um,24 h
A375,indoximod,0.12 um,24 h
A375,indoximod,0.04 um,24 h
A375,stavudine,10.0 um,24 h
A375,stavudine,3.33 um,24 h
A375,stavudine,1.11 um,24 h
A375,stavudine,0.37 um,24 h
A375,stavudine,0.12 um,24 h
A375,stavudine,0.04 um,24 h
A375,ingenol-mebutate,10.0 um,24 h
A375,ingenol-mebutate,3.33 um,24 h
A375,ingenol-mebutate,1.11 um,24 h
A375,ingenol-mebutate,0.37 um,24 h
A375,ingenol-mebutate,0.12 um,24 h
A375,ingenol-mebutate,0.04 um,24 h
A375,oseltamivir-carboxylate,10.0 um,24 h
A375,oseltamivir-carboxylate,3.33 um,24 h
A375,oseltamivir-carboxylate,1.11 um,24 h
A375,oseltamivir-carboxylate,0.37 um,24 h
A375,oseltamivir-carboxylate,0.12 um,24 h
A375,oseltamivir-carboxylate,0.04 um,24 h
A375,digoxin,10.0 um,24 h
A375,digoxin,3.33 um,24 h
A375,digoxin,1.11 um,24 h
A375,digoxin,0.37 um,24 h
A375,digoxin,0.12 um,24 h
A375,digoxin,0.04 um,24 h
A375,diosmin,10.0 um,24 h
A375,diosmin,3.33 um,24 h
A375,diosmin,1.11 um,24 h
A375,diosmin,0.37 um,24 h
A375,diosmin,0.12 um,24 h
A375,diosmin,0.04 um,24 h
A375,trapidil,10.0 um,24 h
A375,trapidil,3.33 um,24 h
A375,trapidil,1.11 um,24 h
A375,trapidil,0.37 um,24 h
A375,trapidil,0.12 um,24 h
A375,trapidil,0.04 um,24 h
A375,bifonazole,10.0 um,24 h
A375,bifonazole,3.33 um,24 h
A375,bifonazole,1.11 um,24 h
A375,bifonazole,0.37 um,24 h
A375,bifonazole,0.12 um,24 h
A375,bifonazole,0.04 um,24 h
A375,LY-2811376,10.0 um,24 h
A375,LY-2811376,3.33 um,24 h
A375,LY-2811376,1.11 um,24 h
A375,LY-2811376,0.37 um,24 h
A375,LY-2811376,0.12 um,24 h
A375,LY-2811376,0.04 um,24 h
A375,darifenacin,10.0 um,24 h
A375,darifenacin,3.33 um,24 h
A375,darifenacin,1.11 um,24 h
A375,darifenacin,0.37 um,24 h
A375,darifenacin,0.12 um,24 h
A375,darifenacin,0.04 um,24 h
A375,indapamide,10.0 um,24 h
A375,indapamide,3.33 um,24 h
A375,indapamide,1.11 um,24 h
A375,indapamide,0.37 um,24 h
A375,indapamide,0.12 um,24 h
A375,indapamide,0.04 um,24 h
A375,phentermine,10.0 um,24 h
A375,phentermine,3.33 um,24 h
A375,phentermine,1.11 um,24 h
A375,phentermine,0.37 um,24 h
A375,phentermine,0.12 um,24 h
A375,phentermine,0.04 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,AV-608,10.0 um,24 h
A375,AV-608,3.33 um,24 h
A375,AV-608,1.11 um,24 h
A375,AV-608,0.37 um,24 h
A375,AV-608,0.12 um,24 h
A375,AV-608,0.04 um,24 h
A375,PH-797804,10.0 um,24 h
A375,PH-797804,3.33 um,24 h
A375,PH-797804,1.11 um,24 h
A375,PH-797804,0.37 um,24 h
A375,PH-797804,0.12 um,24 h
A375,PH-797804,0.04 um,24 h
A375,tobramycin,10.0 um,24 h
A375,tobramycin,3.33 um,24 h
A375,tobramycin,1.11 um,24 h
A375,tobramycin,0.37 um,24 h
A375,tobramycin,0.12 um,24 h
A375,tobramycin,0.04 um,24 h
A375,FPL-55712,10.0 um,24 h
A375,FPL-55712,3.33 um,24 h
A375,FPL-55712,1.11 um,24 h
A375,FPL-55712,0.37 um,24 h
A375,FPL-55712,0.12 um,24 h
A375,FPL-55712,0.04 um,24 h
A375,VX-661,10.0 um,24 h
A375,VX-661,3.33 um,24 h
A375,VX-661,1.11 um,24 h
A375,VX-661,0.37 um,24 h
A375,VX-661,0.12 um,24 h
A375,VX-661,0.04 um,24 h
A375,fenoterol,10.0 um,24 h
A375,fenoterol,3.33 um,24 h
A375,fenoterol,1.11 um,24 h
A375,fenoterol,0.37 um,24 h
A375,fenoterol,0.12 um,24 h
A375,fenoterol,0.04 um,24 h
A375,amiloride,10.0 um,24 h
A375,amiloride,3.33 um,24 h
A375,amiloride,1.11 um,24 h
A375,amiloride,0.37 um,24 h
A375,amiloride,0.12 um,24 h
A375,amiloride,0.04 um,24 h
A375,mepyramine,10.0 um,24 h
A375,mepyramine,3.33 um,24 h
A375,mepyramine,1.11 um,24 h
A375,mepyramine,0.37 um,24 h
A375,mepyramine,0.12 um,24 h
A375,mepyramine,0.04 um,24 h
A375,amiprilose,10.0 um,24 h
A375,amiprilose,3.33 um,24 h
A375,amiprilose,1.11 um,24 h
A375,amiprilose,0.37 um,24 h
A375,amiprilose,0.12 um,24 h
A375,amiprilose,0.04 um,24 h
A375,droperidol,10.0 um,24 h
A375,droperidol,3.33 um,24 h
A375,droperidol,1.11 um,24 h
A375,droperidol,0.37 um,24 h
A375,droperidol,0.12 um,24 h
A375,droperidol,0.04 um,24 h
A375,melatonin,10.0 um,24 h
A375,melatonin,3.33 um,24 h
A375,melatonin,1.11 um,24 h
A375,melatonin,0.37 um,24 h
A375,melatonin,0.12 um,24 h
A375,melatonin,0.04 um,24 h
A375,ranolazine,10.0 um,24 h
A375,ranolazine,3.33 um,24 h
A375,ranolazine,1.11 um,24 h
A375,ranolazine,0.37 um,24 h
A375,ranolazine,0.12 um,24 h
A375,ranolazine,0.04 um,24 h
A375,cladribine,10.0 um,24 h
A375,cladribine,3.33 um,24 h
A375,cladribine,1.11 um,24 h
A375,cladribine,0.37 um,24 h
A375,cladribine,0.12 um,24 h
A375,cladribine,0.04 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,istaroxime,10.0 um,24 h
A375,istaroxime,3.33 um,24 h
A375,istaroxime,1.11 um,24 h
A375,istaroxime,0.37 um,24 h
A375,istaroxime,0.12 um,24 h
A375,istaroxime,0.04 um,24 h
A375,thiothixene,10.0 um,24 h
A375,thiothixene,3.33 um,24 h
A375,thiothixene,1.11 um,24 h
A375,thiothixene,0.37 um,24 h
A375,thiothixene,0.12 um,24 h
A375,thiothixene,0.04 um,24 h
A375,buspirone,10.0 um,24 h
A375,buspirone,3.33 um,24 h
A375,buspirone,1.11 um,24 h
A375,buspirone,0.37 um,24 h
A375,buspirone,0.12 um,24 h
A375,buspirone,0.04 um,24 h
A375,letermovir,10.0 um,24 h
A375,letermovir,3.33 um,24 h
A375,letermovir,1.11 um,24 h
A375,letermovir,0.37 um,24 h
A375,letermovir,0.12 um,24 h
A375,letermovir,0.04 um,24 h
A375,sertaconazole,10.0 um,24 h
A375,sertaconazole,3.33 um,24 h
A375,sertaconazole,1.11 um,24 h
A375,sertaconazole,0.37 um,24 h
A375,sertaconazole,0.12 um,24 h
A375,sertaconazole,0.04 um,24 h
A375,goserelin-acetate,10.0 um,24 h
A375,goserelin-acetate,3.33 um,24 h
A375,goserelin-acetate,1.11 um,24 h
A375,goserelin-acetate,0.37 um,24 h
A375,goserelin-acetate,0.12 um,24 h
A375,goserelin-acetate,0.04 um,24 h
A375,AZD-8931,10.0 um,24 h
A375,AZD-8931,3.33 um,24 h
A375,AZD-8931,1.11 um,24 h
A375,AZD-8931,0.37 um,24 h
A375,AZD-8931,0.12 um,24 h
A375,AZD-8931,0.04 um,24 h
A375,canagliflozin,10.0 um,24 h
A375,canagliflozin,3.33 um,24 h
A375,canagliflozin,1.11 um,24 h
A375,canagliflozin,0.37 um,24 h
A375,canagliflozin,0.12 um,24 h
A375,canagliflozin,0.04 um,24 h
A375,nikethamide,10.0 um,24 h
A375,nikethamide,3.33 um,24 h
A375,nikethamide,1.11 um,24 h
A375,nikethamide,0.37 um,24 h
A375,nikethamide,0.12 um,24 h
A375,nikethamide,0.04 um,24 h
A375,PF-562271,10.0 um,24 h
A375,PF-562271,3.33 um,24 h
A375,PF-562271,1.11 um,24 h
A375,PF-562271,0.37 um,24 h
A375,PF-562271,0.12 um,24 h
A375,PF-562271,0.04 um,24 h
A375,RS-127445,10.0 um,24 h
A375,RS-127445,3.33 um,24 h
A375,RS-127445,1.11 um,24 h
A375,RS-127445,0.37 um,24 h
A375,RS-127445,0.12 um,24 h
A375,RS-127445,0.04 um,24 h
A375,AGP-103,10.0 um,24 h
A375,AGP-103,3.33 um,24 h
A375,AGP-103,1.11 um,24 h
A375,AGP-103,0.37 um,24 h
A375,AGP-103,0.12 um,24 h
A375,AGP-103,0.04 um,24 h
A375,tyrphostin-1,10.0 um,24 h
A375,tyrphostin-1,3.33 um,24 h
A375,tyrphostin-1,1.11 um,24 h
A375,tyrphostin-1,0.37 um,24 h
A375,tyrphostin-1,0.12 um,24 h
A375,tyrphostin-1,0.04 um,24 h
A375,tanaproget,10.0 um,24 h
A375,tanaproget,3.33 um,24 h
A375,tanaproget,1.11 um,24 h
A375,tanaproget,0.37 um,24 h
A375,tanaproget,0.12 um,24 h
A375,tanaproget,0.04 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,spironolactone,10.0 um,24 h
A375,spironolactone,3.33 um,24 h
A375,spironolactone,1.11 um,24 h
A375,spironolactone,0.37 um,24 h
A375,spironolactone,0.12 um,24 h
A375,spironolactone,0.04 um,24 h
A375,ketoprofen,10.0 um,24 h
A375,ketoprofen,3.33 um,24 h
A375,ketoprofen,1.11 um,24 h
A375,ketoprofen,0.37 um,24 h
A375,ketoprofen,0.12 um,24 h
A375,ketoprofen,0.04 um,24 h
A375,timonacic,10.0 um,24 h
A375,timonacic,3.33 um,24 h
A375,timonacic,1.11 um,24 h
A375,timonacic,0.37 um,24 h
A375,timonacic,0.12 um,24 h
A375,timonacic,0.04 um,24 h
A375,rupatadine,10.0 um,24 h
A375,rupatadine,3.33 um,24 h
A375,rupatadine,1.11 um,24 h
A375,rupatadine,0.37 um,24 h
A375,rupatadine,0.12 um,24 h
A375,rupatadine,0.04 um,24 h
A375,EMD-1214063,10.0 um,24 h
A375,EMD-1214063,3.33 um,24 h
A375,EMD-1214063,1.11 um,24 h
A375,EMD-1214063,0.37 um,24 h
A375,EMD-1214063,0.12 um,24 h
A375,EMD-1214063,0.04 um,24 h
A375,malotilate,10.0 um,24 h
A375,malotilate,3.33 um,24 h
A375,malotilate,1.11 um,24 h
A375,malotilate,0.37 um,24 h
A375,malotilate,0.12 um,24 h
A375,malotilate,0.04 um,24 h
A375,alvimopan,10.0 um,24 h
A375,alvimopan,3.33 um,24 h
A375,alvimopan,1.11 um,24 h
A375,alvimopan,0.37 um,24 h
A375,alvimopan,0.12 um,24 h
A375,alvimopan,0.04 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,thiomersal,10.0 um,24 h
A375,bortezomib,20.0 um,24 h
MCF7,"16,16-dimethylprostaglandin-e2",1.0 um,24 h
MCF7,"16,16-dimethylprostaglandin-e2",0.33 um,24 h
MCF7,"16,16-dimethylprostaglandin-e2",0.11 um,24 h
MCF7,"16,16-dimethylprostaglandin-e2",0.04 um,24 h
MCF7,"16,16-dimethylprostaglandin-e2",0.01 um,24 h
MCF7,"16,16-dimethylprostaglandin-e2",0.0 um,24 h
MCF7,trimebutine,10.0 um,24 h
MCF7,trimebutine,1.11 um,24 h
MCF7,trimebutine,0.37 um,24 h
MCF7,trimebutine,0.12 um,24 h
MCF7,trimebutine,0.04 um,24 h
MCF7,imatinib,10.0 um,24 h
MCF7,imatinib,3.33 um,24 h
MCF7,imatinib,1.11 um,24 h
MCF7,imatinib,0.37 um,24 h
MCF7,imatinib,0.12 um,24 h
MCF7,imatinib,0.04 um,24 h
MCF7,oglemilast,10.0 um,24 h
MCF7,oglemilast,3.33 um,24 h
MCF7,oglemilast,1.11 um,24 h
MCF7,oglemilast,0.37 um,24 h
MCF7,oglemilast,0.12 um,24 h
MCF7,oglemilast,0.04 um,24 h
MCF7,zaleplon,3.33 um,24 h
MCF7,zaleplon,1.11 um,24 h
MCF7,zaleplon,0.37 um,24 h
MCF7,zaleplon,0.12 um,24 h
MCF7,zaleplon,0.04 um,24 h
MCF7,thiomersal,3.33 um,24 h
MCF7,thiomersal,0.37 um,24 h
MCF7,thiomersal,0.12 um,24 h
MCF7,RAF-265,10.0 um,24 h
MCF7,RAF-265,3.33 um,24 h
MCF7,RAF-265,1.11 um,24 h
MCF7,RAF-265,0.37 um,24 h
MCF7,RAF-265,0.12 um,24 h
MCF7,RAF-265,0.04 um,24 h
MCF7,thalidomide,10.0 um,24 h
MCF7,thalidomide,3.33 um,24 h
MCF7,thalidomide,1.11 um,24 h
MCF7,thalidomide,0.37 um,24 h
MCF7,thalidomide,0.12 um,24 h
MCF7,thalidomide,0.04 um,24 h
MCF7,taltirelin,3.33 um,24 h
MCF7,taltirelin,1.11 um,24 h
MCF7,taltirelin,0.37 um,24 h
MCF7,taltirelin,0.04 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,apremilast,10.0 um,24 h
MCF7,apremilast,3.33 um,24 h
MCF7,apremilast,1.11 um,24 h
MCF7,apremilast,0.37 um,24 h
MCF7,apremilast,0.12 um,24 h
MCF7,apremilast,0.04 um,24 h
MCF7,indoximod,10.0 um,24 h
MCF7,indoximod,3.33 um,24 h
MCF7,indoximod,1.11 um,24 h
MCF7,indoximod,0.37 um,24 h
MCF7,indoximod,0.12 um,24 h
MCF7,indoximod,0.04 um,24 h
MCF7,stavudine,10.0 um,24 h
MCF7,stavudine,3.33 um,24 h
MCF7,stavudine,1.11 um,24 h
MCF7,stavudine,0.37 um,24 h
MCF7,stavudine,0.12 um,24 h
MCF7,stavudine,0.04 um,24 h
MCF7,ingenol-mebutate,10.0 um,24 h
MCF7,ingenol-mebutate,3.33 um,24 h
MCF7,ingenol-mebutate,1.11 um,24 h
MCF7,ingenol-mebutate,0.37 um,24 h
MCF7,ingenol-mebutate,0.12 um,24 h
MCF7,ingenol-mebutate,0.04 um,24 h
MCF7,oseltamivir-carboxylate,10.0 um,24 h
MCF7,oseltamivir-carboxylate,3.33 um,24 h
MCF7,oseltamivir-carboxylate,1.11 um,24 h
MCF7,oseltamivir-carboxylate,0.37 um,24 h
MCF7,oseltamivir-carboxylate,0.12 um,24 h
MCF7,oseltamivir-carboxylate,0.04 um,24 h
MCF7,digoxin,10.0 um,24 h
MCF7,digoxin,3.33 um,24 h
MCF7,digoxin,1.11 um,24 h
MCF7,digoxin,0.37 um,24 h
MCF7,digoxin,0.12 um,24 h
MCF7,digoxin,0.04 um,24 h
MCF7,diosmin,3.33 um,24 h
MCF7,diosmin,1.11 um,24 h
MCF7,diosmin,0.37 um,24 h
MCF7,diosmin,0.12 um,24 h
MCF7,diosmin,0.04 um,24 h
MCF7,trapidil,10.0 um,24 h
MCF7,trapidil,3.33 um,24 h
MCF7,trapidil,1.11 um,24 h
MCF7,trapidil,0.37 um,24 h
MCF7,trapidil,0.04 um,24 h
MCF7,bifonazole,10.0 um,24 h
MCF7,bifonazole,3.33 um,24 h
MCF7,bifonazole,1.11 um,24 h
MCF7,bifonazole,0.37 um,24 h
MCF7,bifonazole,0.12 um,24 h
MCF7,bifonazole,0.04 um,24 h
MCF7,LY-2811376,10.0 um,24 h
MCF7,LY-2811376,3.33 um,24 h
MCF7,LY-2811376,1.11 um,24 h
MCF7,LY-2811376,0.37 um,24 h
MCF7,LY-2811376,0.12 um,24 h
MCF7,LY-2811376,0.04 um,24 h
MCF7,darifenacin,10.0 um,24 h
MCF7,darifenacin,3.33 um,24 h
MCF7,darifenacin,1.11 um,24 h
MCF7,darifenacin,0.37 um,24 h
MCF7,darifenacin,0.12 um,24 h
MCF7,darifenacin,0.04 um,24 h
MCF7,indapamide,10.0 um,24 h
MCF7,indapamide,3.33 um,24 h
MCF7,indapamide,1.11 um,24 h
MCF7,indapamide,0.37 um,24 h
MCF7,indapamide,0.12 um,24 h
MCF7,indapamide,0.04 um,24 h
MCF7,phentermine,10.0 um,24 h
MCF7,phentermine,3.33 um,24 h
MCF7,phentermine,1.11 um,24 h
MCF7,phentermine,0.37 um,24 h
MCF7,phentermine,0.12 um,24 h
MCF7,phentermine,0.04 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,AV-608,10.0 um,24 h
MCF7,AV-608,3.33 um,24 h
MCF7,AV-608,1.11 um,24 h
MCF7,AV-608,0.37 um,24 h
MCF7,AV-608,0.12 um,24 h
MCF7,AV-608,0.04 um,24 h
MCF7,PH-797804,10.0 um,24 h
MCF7,PH-797804,3.33 um,24 h
MCF7,PH-797804,1.11 um,24 h
MCF7,PH-797804,0.37 um,24 h
MCF7,PH-797804,0.12 um,24 h
MCF7,PH-797804,0.04 um,24 h
MCF7,tobramycin,10.0 um,24 h
MCF7,tobramycin,3.33 um,24 h
MCF7,tobramycin,1.11 um,24 h
MCF7,tobramycin,0.37 um,24 h
MCF7,tobramycin,0.12 um,24 h
MCF7,tobramycin,0.04 um,24 h
MCF7,FPL-55712,10.0 um,24 h
MCF7,FPL-55712,3.33 um,24 h
MCF7,FPL-55712,1.11 um,24 h
MCF7,FPL-55712,0.37 um,24 h
MCF7,FPL-55712,0.12 um,24 h
MCF7,FPL-55712,0.04 um,24 h
MCF7,VX-661,10.0 um,24 h
MCF7,VX-661,3.33 um,24 h
MCF7,VX-661,1.11 um,24 h
MCF7,VX-661,0.37 um,24 h
MCF7,VX-661,0.12 um,24 h
MCF7,VX-661,0.04 um,24 h
MCF7,fenoterol,10.0 um,24 h
MCF7,fenoterol,3.33 um,24 h
MCF7,fenoterol,1.11 um,24 h
MCF7,fenoterol,0.37 um,24 h
MCF7,fenoterol,0.12 um,24 h
MCF7,fenoterol,0.04 um,24 h
MCF7,amiloride,10.0 um,24 h
MCF7,amiloride,3.33 um,24 h
MCF7,amiloride,1.11 um,24 h
MCF7,amiloride,0.37 um,24 h
MCF7,amiloride,0.12 um,24 h
MCF7,amiloride,0.04 um,24 h
MCF7,mepyramine,10.0 um,24 h
MCF7,mepyramine,3.33 um,24 h
MCF7,mepyramine,1.11 um,24 h
MCF7,mepyramine,0.37 um,24 h
MCF7,mepyramine,0.12 um,24 h
MCF7,mepyramine,0.04 um,24 h
MCF7,amiprilose,10.0 um,24 h
MCF7,amiprilose,3.33 um,24 h
MCF7,amiprilose,1.11 um,24 h
MCF7,amiprilose,0.37 um,24 h
MCF7,amiprilose,0.12 um,24 h
MCF7,amiprilose,0.04 um,24 h
MCF7,droperidol,10.0 um,24 h
MCF7,droperidol,3.33 um,24 h
MCF7,droperidol,1.11 um,24 h
MCF7,droperidol,0.37 um,24 h
MCF7,droperidol,0.12 um,24 h
MCF7,droperidol,0.04 um,24 h
MCF7,melatonin,10.0 um,24 h
MCF7,melatonin,3.33 um,24 h
MCF7,melatonin,1.11 um,24 h
MCF7,melatonin,0.37 um,24 h
MCF7,melatonin,0.12 um,24 h
MCF7,melatonin,0.04 um,24 h
MCF7,ranolazine,10.0 um,24 h
MCF7,ranolazine,3.33 um,24 h
MCF7,ranolazine,1.11 um,24 h
MCF7,ranolazine,0.37 um,24 h
MCF7,ranolazine,0.12 um,24 h
MCF7,ranolazine,0.04 um,24 h
MCF7,cladribine,10.0 um,24 h
MCF7,cladribine,3.33 um,24 h
MCF7,cladribine,1.11 um,24 h
MCF7,cladribine,0.37 um,24 h
MCF7,cladribine,0.12 um,24 h
MCF7,cladribine,0.04 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,istaroxime,10.0 um,24 h
MCF7,istaroxime,3.33 um,24 h
MCF7,istaroxime,1.11 um,24 h
MCF7,istaroxime,0.37 um,24 h
MCF7,istaroxime,0.12 um,24 h
MCF7,istaroxime,0.04 um,24 h
MCF7,thiothixene,10.0 um,24 h
MCF7,thiothixene,3.33 um,24 h
MCF7,thiothixene,1.11 um,24 h
MCF7,thiothixene,0.37 um,24 h
MCF7,thiothixene,0.12 um,24 h
MCF7,thiothixene,0.04 um,24 h
MCF7,buspirone,10.0 um,24 h
MCF7,buspirone,3.33 um,24 h
MCF7,buspirone,1.11 um,24 h
MCF7,buspirone,0.37 um,24 h
MCF7,buspirone,0.12 um,24 h
MCF7,buspirone,0.04 um,24 h
MCF7,letermovir,10.0 um,24 h
MCF7,letermovir,3.33 um,24 h
MCF7,letermovir,1.11 um,24 h
MCF7,letermovir,0.37 um,24 h
MCF7,letermovir,0.12 um,24 h
MCF7,letermovir,0.04 um,24 h
MCF7,sertaconazole,10.0 um,24 h
MCF7,sertaconazole,3.33 um,24 h
MCF7,sertaconazole,1.11 um,24 h
MCF7,sertaconazole,0.37 um,24 h
MCF7,sertaconazole,0.12 um,24 h
MCF7,sertaconazole,0.04 um,24 h
MCF7,goserelin-acetate,10.0 um,24 h
MCF7,goserelin-acetate,3.33 um,24 h
MCF7,goserelin-acetate,1.11 um,24 h
MCF7,goserelin-acetate,0.37 um,24 h
MCF7,goserelin-acetate,0.12 um,24 h
MCF7,goserelin-acetate,0.04 um,24 h
MCF7,AZD-8931,10.0 um,24 h
MCF7,AZD-8931,3.33 um,24 h
MCF7,AZD-8931,1.11 um,24 h
MCF7,AZD-8931,0.37 um,24 h
MCF7,AZD-8931,0.12 um,24 h
MCF7,AZD-8931,0.04 um,24 h
MCF7,canagliflozin,10.0 um,24 h
MCF7,canagliflozin,3.33 um,24 h
MCF7,canagliflozin,1.11 um,24 h
MCF7,canagliflozin,0.37 um,24 h
MCF7,canagliflozin,0.12 um,24 h
MCF7,canagliflozin,0.04 um,24 h
MCF7,nikethamide,10.0 um,24 h
MCF7,nikethamide,3.33 um,24 h
MCF7,nikethamide,1.11 um,24 h
MCF7,nikethamide,0.37 um,24 h
MCF7,nikethamide,0.12 um,24 h
MCF7,nikethamide,0.04 um,24 h
MCF7,PF-562271,10.0 um,24 h
MCF7,PF-562271,3.33 um,24 h
MCF7,PF-562271,1.11 um,24 h
MCF7,PF-562271,0.37 um,24 h
MCF7,PF-562271,0.12 um,24 h
MCF7,PF-562271,0.04 um,24 h
MCF7,RS-127445,10.0 um,24 h
MCF7,RS-127445,3.33 um,24 h
MCF7,RS-127445,1.11 um,24 h
MCF7,RS-127445,0.37 um,24 h
MCF7,RS-127445,0.12 um,24 h
MCF7,RS-127445,0.04 um,24 h
MCF7,AGP-103,10.0 um,24 h
MCF7,AGP-103,3.33 um,24 h
MCF7,AGP-103,1.11 um,24 h
MCF7,AGP-103,0.37 um,24 h
MCF7,AGP-103,0.12 um,24 h
MCF7,AGP-103,0.04 um,24 h
MCF7,tyrphostin-1,10.0 um,24 h
MCF7,tyrphostin-1,3.33 um,24 h
MCF7,tyrphostin-1,1.11 um,24 h
MCF7,tyrphostin-1,0.37 um,24 h
MCF7,tyrphostin-1,0.12 um,24 h
MCF7,tyrphostin-1,0.04 um,24 h
MCF7,tanaproget,10.0 um,24 h
MCF7,tanaproget,3.33 um,24 h
MCF7,tanaproget,1.11 um,24 h
MCF7,tanaproget,0.37 um,24 h
MCF7,tanaproget,0.12 um,24 h
MCF7,tanaproget,0.04 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,spironolactone,10.0 um,24 h
MCF7,spironolactone,3.33 um,24 h
MCF7,spironolactone,1.11 um,24 h
MCF7,spironolactone,0.37 um,24 h
MCF7,spironolactone,0.12 um,24 h
MCF7,spironolactone,0.04 um,24 h
MCF7,ketoprofen,10.0 um,24 h
MCF7,ketoprofen,3.33 um,24 h
MCF7,ketoprofen,1.11 um,24 h
MCF7,ketoprofen,0.37 um,24 h
MCF7,ketoprofen,0.12 um,24 h
MCF7,ketoprofen,0.04 um,24 h
MCF7,timonacic,10.0 um,24 h
MCF7,timonacic,3.33 um,24 h
MCF7,timonacic,1.11 um,24 h
MCF7,timonacic,0.37 um,24 h
MCF7,timonacic,0.12 um,24 h
MCF7,timonacic,0.04 um,24 h
MCF7,rupatadine,10.0 um,24 h
MCF7,rupatadine,3.33 um,24 h
MCF7,rupatadine,1.11 um,24 h
MCF7,rupatadine,0.37 um,24 h
MCF7,rupatadine,0.12 um,24 h
MCF7,rupatadine,0.04 um,24 h
MCF7,EMD-1214063,10.0 um,24 h
MCF7,EMD-1214063,3.33 um,24 h
MCF7,EMD-1214063,1.11 um,24 h
MCF7,EMD-1214063,0.37 um,24 h
MCF7,EMD-1214063,0.12 um,24 h
MCF7,EMD-1214063,0.04 um,24 h
MCF7,malotilate,10.0 um,24 h
MCF7,malotilate,3.33 um,24 h
MCF7,malotilate,1.11 um,24 h
MCF7,malotilate,0.37 um,24 h
MCF7,malotilate,0.12 um,24 h
MCF7,malotilate,0.04 um,24 h
MCF7,alvimopan,10.0 um,24 h
MCF7,alvimopan,3.33 um,24 h
MCF7,alvimopan,1.11 um,24 h
MCF7,alvimopan,0.37 um,24 h
MCF7,alvimopan,0.12 um,24 h
MCF7,alvimopan,0.04 um,24 h
MCF7,trimebutine,3.33 um,24 h
MCF7,zaleplon,10.0 um,24 h
MCF7,thiomersal,10.0 um,24 h
MCF7,thiomersal,1.11 um,24 h
MCF7,thiomersal,0.04 um,24 h
MCF7,taltirelin,10.0 um,24 h
MCF7,taltirelin,0.12 um,24 h
MCF7,bortezomib,20.0 um,24 h
